BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,Distance,PRICE_BY_SQFT,Borough,House_Type
Brokered by COMPASS,House for sale,1250000,3,2.0,2072.0,89 Nixon Ave,"Staten Island, NY 10304","89 Nixon AveStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Nixon Avenue,"89 Nixon Ave, Staten Island, NY 10304, USA",40.6321382,-74.0806123,10.213258724613608,603.2818532818533,,House
Brokered by Winzone Realty Inc,Multi-family home for sale,899000,4,3.0,2184.207862,104-40 Alstyne Ave,"Corona, NY 11368","104-40 Alstyne AveCorona, NY 11368",United States,New York,Queens County,Queens,Alstyne Avenue,"104-40 Alstyne Ave, Flushing, NY 11368, USA",40.7431111,-73.8574241,4.164604714615221,411.59086350729376,,Multi-family
Brokered by COMPASS,Townhouse for sale,1979000,5,2.3738608579684373,3150.0,185 Weirfield St,"Brooklyn, NY 11221","185 Weirfield StBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Weirfield Street,"185 Weirfield St, Brooklyn, NY 11221, USA",40.6908422,-73.9117096,3.011477557742814,628.2539682539683,Brooklyn,Townhouse
Brokered by Momentum Real Estate Llc,House for sale,599000,3,2.0,780.0,459 Raritan Ave,"Staten Island, NY 10305","459 Raritan AveStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Raritan Avenue,"459 Raritan Ave, Staten Island, NY 10305, USA",40.5880538,-74.0858781,12.6236927488548,767.9487179487179,Staten Island,House
"Brokered by Tom Crimmins Realty, Ltd.",House for sale,779000,4,2.0,2188.0,122 Hamilton Ave,"Staten Island, NY 10301","122 Hamilton AveStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Hamilton Avenue,"122 Hamilton Ave, Staten Island, NY 10301, USA",40.6445045,-74.0818972,9.7176669186768,356.0329067641682,,House
Brokered by Corcoran East Side,Co-op for sale,1195000,2,2.0,2184.207862,24 W 83rd St Apt 5R,"New York, NY 10024","24 W 83rd St Apt 5RNew York, NY 10024",New York,New York County,New York,Manhattan,24,"24 W 83rd St #5r, New York, NY 10024, USA",40.783637,-73.9719146,4.136151567725429,547.1091011025762,,Co-op
Brokered by COMPASS,Condo for sale,1995000,2,3.0,1838.0,298 E 2nd St Apt 4,"Manhattan, NY 10009","298 E 2nd St Apt 4Manhattan, NY 10009",New York,New York County,New York,Manhattan,298,"298 E 2nd St Apartment 4, New York, NY 10009, USA",40.720539,-73.979335,2.4113997155401408,1085.4189336235038,,Condo
Brokered by TOP NEST INC,Co-op for sale,564900,1,1.0,769.0,215 Adams St Apt 10B,"Brooklyn, NY 11201","215 Adams St Apt 10BBrooklyn, NY 11201",New York,Kings County,Brooklyn,Downtown Brooklyn,215,"215 Adams St #10b, Brooklyn, NY 11201, USA",40.697478,-73.988335,3.601678013963334,734.590377113134,Brooklyn,Co-op
Brokered by Corcoran West Side,Multi-family home for sale,1250000,6,4.0,2184.207862,85 Arlington Ave,"Brooklyn, NY 11207","85 Arlington AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Arlington Avenue,"85 Arlington Ave, Brooklyn, NY 11207, USA",40.6800398,-73.8914993,4.178304012506858,572.2898547098077,Brooklyn,Multi-family
Brokered by Tapestry Real Estate of Queens,Multi-family home for sale,1399000,4,3.0,2283.0,31-53 45 St,"Astoria, NY 11103","31-53 45 StAstoria, NY 11103",United States,New York,Queens County,Queens,45th Street,"31-53 45th St, Long Island City, NY 11103, USA",40.7580197,-73.9140215,2.1955953287167604,612.7901883486641,,Multi-family
"Brokered by Robert Defalco Realty, Inc.",House for sale,1250000,4,2.0,3160.0,1841 Richmond Rd,"Staten Island, NY 10306","1841 Richmond RdStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Richmond Road,"1841 Richmond Rd, Staten Island, NY 10306, USA",40.585661,-74.1059417,13.429700726454723,395.56962025316454,Staten Island,House
"Brokered by CORE Group Marketing, LLC",Co-op for sale,335000,1,1.0,2184.207862,33-15 81st St Unit 6B,"Queens, NY 11372","33-15 81st St Unit 6BQueens, NY 11372",United States,New York,Queens County,Queens,81st Street,"33-15 81st St, Flushing, NY 11372, USA",40.7547282,-73.8859706,3.070800256491834,153.37368106222848,,Co-op
Brokered by Exp Realty,Multi-family home for sale,685000,4,2.0,2000.0,884 E 161st St,"Bronx, NY 10459","884 E 161st StBronx, NY 10459",United States,New York,Bronx County,The Bronx,East 161 Street,"884 E 161 St, Bronx, NY 10459, USA",40.8194513,-73.9001792,6.406704335188383,342.5,,Multi-family
Brokered by Boroughs Realty Llc,Co-op for sale,279999,2,1.0,666.0,3235 Emmons Ave Apt 120,"Brooklyn, NY 11235","3235 Emmons Ave Apt 120Brooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,3235,"3235 Emmons Ave Apt 120, Brooklyn, NY 11235, USA",40.5844399,-73.9316116,10.101283227663282,420.4189189189189,,Co-op
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,418000,2,1.0,2184.207862,94-11 69 Ave Unit 307,"Forest Hills, NY 11375","94-11 69 Ave Unit 307Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,9411,"9411 69th Ave Apt 307, Forest Hills, NY 11375, USA",40.7155199,-73.8530199,4.429961519974671,191.37372741495972,Brooklyn,Co-op
Brokered by Century Homes Realty Group LLC,Multi-family home for sale,1780000,10,7.0,2184.207862,41-59 70th St,"Woodside, NY 11377","41-59 70th StWoodside, NY 11377",United States,New York,Queens County,Queens,70th Street,"41-59 70th St, Flushing, NY 11377, USA",40.7429826,-73.8945462,2.295681687568065,814.9407531067662,,Multi-family
Brokered by Keller Williams NYC,Condo for sale,520000,2,1.0,741.0,105 Bennett Ave Unit 54B,"New York, NY 10033","105 Bennett Ave Unit 54BNew York, NY 10033",New York,New York County,New York,Manhattan,105,"105 Bennett Ave # 54b, New York, NY 10033, USA",40.8536742,-73.9347275,8.503052048402278,701.7543859649123,,Condo
Brokered by NextHome Prestige,House for sale,599900,3,2.0,1248.0,9 Lovell Ave Unit A,"Staten Island, NY 10314","9 Lovell Ave Unit AStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Lovell Avenue,"9 Lovell Ave, Staten Island, NY 10314, USA",40.5922258,-74.1508322,14.802235202188433,480.68910256410254,,House
Brokered by Douglas Elliman - 3544 Johnson Ave,Multi-family home for sale,885000,6,5.0,2680.0,933 Fteley Ave,"Bronx, NY 10473","933 Fteley AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Fteley Avenue,"933 Fteley Ave, Bronx, NY 10473, USA",40.8236783,-73.8705222,7.267579250999152,330.2238805970149,,Multi-family
Brokered by CITI STAR REALTY,Co-op for sale,258000,1,1.0,650.0,601 Brightwater Ct Apt 5L,"Brooklyn, NY 11235","601 Brightwater Ct Apt 5LBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,601,"601 Brightwater Ct #5l, Brooklyn, NY 11235, USA",40.5759986,-73.960785,10.766317569274271,396.9230769230769,,Co-op
Brokered by Apple Realty Group Corp,Condo for sale,700000,2,2.0,1124.0,168-03 Powells Cove Blvd Unit 14,"Whitestone, NY 11357","168-03 Powells Cove Blvd Unit 14Whitestone, NY 11357",New York,Queens County,Queens,Beechhurst,16803,"16803 Powells Cove Blvd #14, Beechhurst, NY 11357, USA",40.7942255,-73.7950678,8.551843996078146,622.7758007117437,,Condo
Brokered by Charles Rutenberg Realty Inc,House for sale,999000,4,3.0,2184.207862,78-27 268th St,"Glen Oaks, NY 11004","78-27 268th StGlen Oaks, NY 11004",United States,New York,Queens County,Queens,268th Street,"78-27 268th St, Glen Oaks, NY 11004, USA",40.7492036,-73.7045081,12.147322183254149,457.37405188407837,,House
Brokered by COMPASS,Condo for sale,500000,1,1.0,720.0,232 E 118th St Apt 5B,"Manhattan, NY 10035","232 E 118th St Apt 5BManhattan, NY 10035",New York,New York County,New York,Manhattan,232,"232 E 118th St #5b, New York, NY 10035, USA",40.7983883,-73.937888,4.685126965260802,694.4444444444445,,Condo
Brokered by Corcoran Brooklyn Heights,House for sale,695000,3,2.0,1926.0,696 Autumn Ave,"Brooklyn, NY 11208","696 Autumn AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Autumn Avenue,"696 Autumn Ave, Brooklyn, NY 11208, USA",40.6713641,-73.8673475,5.422668371590494,360.8515057113188,Brooklyn,House
Brokered by Realty Quest New York Inc,Co-op for sale,215000,3,1.0,2184.207862,6115 97th St Apt Le,"Rego Park, NY 11374","6115 97th St Apt LeRego Park, NY 11374",United States,New York,Queens County,Queens,97th Street,"61-15 97th St, Rego Park, NY 11374, USA",40.7337965,-73.8620837,3.8366913715805238,98.43385501008694,,Co-op
Brokered by Laffey Real Estate,House for sale,759000,3,1.0,2184.207862,71-31 66th Rd,"Middle Village, NY 11379","71-31 66th RdMiddle Village, NY 11379",United States,New York,Queens County,Queens,66th Road,"71-31 66th Rd, Flushing, NY 11379, USA",40.7142473,-73.8830471,2.9577819497095854,347.4943997797953,Brooklyn,House
Brokered by Serhant,Co-op for sale,375000,1,1.0,1185.0,10 Bay Street Lndg Apt 1I,"Staten Island, NY 10301","10 Bay Street Lndg Apt 1IStaten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,10,"10 Bay Street Landing #1a, Staten Island, NY 10301, USA",40.638118,-74.073964,9.678270690338575,316.45569620253167,,Co-op
Brokered by Coldwell Banker American Homes,Multi-family home for sale,2700000,24,24.0,18936.0,3520 Newkirk Ave Unit 24,"Brooklyn, NY 11203","3520 Newkirk Ave Unit 24Brooklyn, NY 11203",New York,Kings County,Brooklyn,Little Haiti,3520,"3520 Newkirk Ave #24, Brooklyn, NY 11203, USA",40.6401806,-73.9429395,6.261140140078475,142.58555133079847,Brooklyn,Multi-family
Brokered by Exp Realty,Co-op for sale,389888,1,1.0,730.0,37-30 73rd St Unit 5D,"Jackson Heights, NY 11372","37-30 73rd St Unit 5DJackson Heights, NY 11372",United States,New York,Queens County,Queens,73rd Street,"37-30 73rd St, Flushing, NY 11372, USA",40.7479556,-73.8929488,2.51767399955445,534.0931506849315,,Co-op
Brokered by RE MAX Edge,Co-op for sale,285000,1,1.0,900.0,2815 Ocean Pkwy Apt 3F,"Brooklyn, NY 11235","2815 Ocean Pkwy Apt 3FBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,2815,"2815 Ocean Pkwy #3f, Brooklyn, NY 11235, USA",40.5811062,-73.966749,10.461016574984328,316.6666666666667,,Co-op
Brokered by Brown Harris Stevens,Co-op for sale,2795000,4,2.0,2184.207862,801 W End Ave Apt 2A,"Manhattan, NY 10025","801 W End Ave Apt 2AManhattan, NY 10025",New York,New York County,New York,Manhattan,801,"801 West End Ave #2a, New York, NY 10025, USA",40.7975649,-73.9720384,5.010956836661415,1279.6401151311302,,Co-op
Brokered by Matias Real Estate,Condo for sale,674999,3,1.0,1299.0,90 Bay Street Lndg Apt 6K,"Staten Island, NY 10301","90 Bay Street Lndg Apt 6KStaten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,90,"90 Bay Street Landing #6k, Staten Island, NY 10301, USA",40.6403656,-74.0737574,9.568131662013345,519.6297151655119,,Condo
Brokered by Serhant,Townhouse for sale,12995000,4,4.0,5608.0,129 E 70th St,"New York, NY 10021","129 E 70th StNew York, NY 10021",United States,New York,New York County,New York,East 70th Street,"129 E 70th St, New York, NY 10021, USA",40.7694487,-73.9634625,3.0632147503189957,2317.225392296719,,Townhouse
Brokered by BERGEN BASIN REALTY,House for sale,759000,3,2.0,1260.0,2044 E 67th St,"Brooklyn, NY 11234","2044 E 67th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 67th Street,"2044 E 67th St, Brooklyn, NY 11234, USA",40.6184347,-73.9113421,7.851186913612363,602.3809523809524,,House
Brokered by Brown Harris Stevens,Condo for sale,995000,2,2.0,1030.0,575 4th Ave Apt 2A,"Brooklyn, NY 11215","575 4th Ave Apt 2ABrooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,575,"575 4th Ave #2a, Brooklyn, NY 11215, USA",40.6655513,-73.9922171,5.395771129076144,966.0194174757281,Brooklyn,Condo
Brokered by Adamo Real Estate,Co-op for sale,229000,1,1.0,2184.207862,3025 Ocean Ave Apt 6H,"Brooklyn, NY 11235","3025 Ocean Ave Apt 6HBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,3025,"3025 Ocean Ave #6h, Brooklyn, NY 11235, USA",40.5874249,-73.9487987,9.918729998040341,104.84350138283679,,Co-op
"Brokered by Robert E. Hill, Inc.",Co-op for sale,239000,1,1.0,800.0,3017 Riverdale Ave Apt 3C,"Bronx, NY 10463","3017 Riverdale Ave Apt 3CBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,3017,"3017 Riverdale Ave #3c, Bronx, NY 10463, USA",40.880985,-73.9102329,10.47202756755372,298.75,,Co-op
Brokered by COMPASS,Co-op for sale,315000,2,1.0,2184.207862,5 E 131st St Apt 3A,"Manhattan, NY 10037","5 E 131st St Apt 3AManhattan, NY 10037",New York,New York County,New York,Manhattan,5,"5 E 131st St #3a, New York, NY 10037, USA",40.8101633,-73.9387972,5.499810460775733,144.21704338687155,,Co-op
Brokered by Classic Homes and Properties,House for sale,1100000,5,3.0,2192.0,85-11 164th Ave,"Howard Beach, NY 11414","85-11 164th AveHoward Beach, NY 11414",United States,New York,Queens County,Queens,164th Avenue,"85-11 164th Ave, Jamaica, NY 11414, USA",40.6500222,-73.844778,7.312069941334512,501.82481751824815,,House
Brokered by Halvatzis Realty Inc,Co-op for sale,225000,1,1.0,2184.207862,21-68 35th St Unit 5D,"Astoria, NY 11105","21-68 35th St Unit 5DAstoria, NY 11105",New York,Queens County,Queens,Astoria,21-68,"21-68 35th St #5d, Astoria, NY 11105, USA",40.7753572,-73.9085482,3.392805743652173,103.0121738477654,,Co-op
Brokered by Jadestone Development Realty Llc,House for sale,868000,3,2.0,1484.0,212 Hunter Ave,"Staten Island, NY 10306","212 Hunter AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Hunter Avenue,"212 Hunter Ave, Staten Island, NY 10306, USA",40.5802397,-74.1018122,13.571287716995457,584.9056603773585,Staten Island,House
Brokered by Century Homes Realty Group LLC,Multi-family home for sale,1380000,5,3.0,2184.207862,31-32 100th St,"East Elmhurst, NY 11369","31-32 100th StEast Elmhurst, NY 11369",United States,New York,Queens County,Queens,100th Street,"31-32 100th St, Flushing, NY 11369, USA",40.7600366,-73.8692081,4.010300144882554,631.8079995996278,,Multi-family
Brokered by New Home Connections Inc.,House for sale,1100000,4,2.0,1800.0,7372 Amboy Rd,"Staten Island, NY 10307","7372 Amboy RdStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,Amboy Road,"7372 Amboy Rd, Staten Island, NY 10307, USA",40.5103369,-74.2424867,22.164795699840745,611.1111111111111,,House
Brokered by COMPASS,Co-op for sale,865000,1,1.0,2184.207862,407 Park Ave S Apt 11D,"Manhattan, NY 10016","407 Park Ave S Apt 11DManhattan, NY 10016",New York,New York County,New York,Manhattan,407,"407 Park Ave S Apartment 11b, New York, NY 10016, USA",40.743373,-73.983626,2.682183672237851,396.024579459187,,Co-op
Brokered by Berns Agency,House for sale,749000,3,2.0,1800.0,93 Gower St,"Staten Island, NY 10314","93 Gower StStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Gower Street,"93 Gower St, Staten Island, NY 10314, USA",40.6105648,-74.1237991,12.90118786187688,416.1111111111111,,House
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home for sale,775000,5,2.0,1600.0,2951 Harding Ave,"Bronx, NY 10465","2951 Harding AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Harding Avenue,"2951 Harding Ave, Bronx, NY 10465, USA",40.8166622,-73.8139448,8.696758559104364,484.375,,Multi-family
Brokered by Corcoran West Side,Co-op for sale,2395000,2,2.0,1650.0,320 E 57th St # E,"New York, NY 10022","320 E 57th St # ENew York, NY 10022",United States,New York,New York County,New York,East 57th Street,"320 E 57th St, New York, NY 10022, USA",40.7588081,-73.9647057,2.484914409955431,1451.5151515151515,,Co-op
Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,2300000,8,6.0,4000.0,123 Bay 10th St,"Brooklyn, NY 11228","123 Bay 10th StBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,Bay 10th Street,"123 Bay 10th St, Brooklyn, NY 11228, USA",40.608367,-74.0112145,9.337637183414182,575.0,,Multi-family
Brokered by Keller Williams NYC,Condo for sale,700000,1,2.0,900.0,138 Edgecombe Avenue Gdn Unit 1A,"New York, NY 10030","138 Edgecombe Avenue Gdn Unit 1ANew York, NY 10030",New York,New York County,New York,Manhattan,138,"138 Edgecombe Ave #1a, New York, NY 10030, USA",40.8211582,-73.9445475,6.2752630299223044,777.7777777777778,,Condo
Brokered by Corcoran Park Slope,Condo for sale,450000,3,1.0,494.0,4907 4th Ave Apt 3C,"Brooklyn, NY 11220","4907 4th Ave Apt 3CBrooklyn, NY 11220",New York,Kings County,Brooklyn,Sunset Park,4907,"4907 4th Ave #3c, Brooklyn, NY 11220, USA",40.646643,-74.011966,7.058096736738041,910.9311740890688,Brooklyn,Condo
Brokered by COMPASS,Co-op for sale,280000,3,1.0,2184.207862,431 E 82nd St Apt 1A,"Manhattan, NY 10028","431 E 82nd St Apt 1AManhattan, NY 10028",New York,New York County,New York,Manhattan,431,"431 E 82nd St #1a, New York, NY 10028, USA",40.7737792,-73.9495867,3.0757852344525647,128.19292745499695,,Co-op
Brokered by Serhant,Condo for sale,3890000,3,4.0,2446.0,219 E 44th St Unit 31,"New York, NY 10017","219 E 44th St Unit 31New York, NY 10017",New York,New York County,New York,Manhattan,219,"219 E 44th St #31, New York, NY 10017, USA",40.7518502,-73.9725168,2.4416192323342227,1590.3515944399019,,Condo
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,198000,1,1.0,2184.207862,65-15 Alderton St Unit 1A,"Rego Park, NY 11374","65-15 Alderton St Unit 1ARego Park, NY 11374",New York,Queens County,Queens,Rego Park,65-15,"65-15 Alderton St #1a, Rego Park, NY 11374, USA",40.720847,-73.858929,4.0524670562720315,90.65071298603355,Brooklyn,Co-op
Brokered by Coldwell Banker Advantage,House for sale,1099000,3,2.0,1092.0,8 Piedmont Ave,"Staten Island, NY 10305","8 Piedmont AveStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Piedmont Avenue,"8 Piedmont Ave, Staten Island, NY 10305, USA",40.6038744,-74.0739123,11.379617474422227,1006.4102564102565,Staten Island,House
Brokered by DIGS - Digs Realty Group EMAIL),Co-op for sale,779000,1,1.0,800.0,321 W 90th St Apt 8D,"New York, NY 10024","321 W 90th St Apt 8DNew York, NY 10024",New York,New York County,New York,Manhattan,321,"321 W 90th St #8d, New York, NY 10024, USA",40.792004,-73.9767816,4.766581540982859,973.75,,Co-op
Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,1880000,5,2.0,1850.0,6820 17th Ave,"Brooklyn, NY 11204","6820 17th AveBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,17th Avenue,"6820 17th Ave, Brooklyn, NY 11204, USA",40.6184547,-73.9949244,8.356584546966747,1016.2162162162163,,Multi-family
Brokered by EXIT REALTY PRIVATE CLIENT,House for sale,509000,3,1.0,1100.0,3054 Lawton Ave,"Bronx, NY 10465","3054 Lawton AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Lawton Avenue,"3054 Lawton Ave, Bronx, NY 10465, USA",40.8181427,-73.8105454,8.896574086721882,462.72727272727275,,House
"Brokered by Nest Seekers International, Midtown",Condo for sale,499000,1,1.0,845.0,2068 Ocean Ave Apt 2B,"Brooklyn, NY 11230","2068 Ocean Ave Apt 2BBrooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,2068,"2068 Ocean Ave #2b, Brooklyn, NY 11230, USA",40.611469,-73.954103,8.29106727032634,590.5325443786983,,Condo
Brokered by RE/MAX City Square,Co-op for sale,204888,3,1.0,2184.207862,67-12 Yellowstone Blvd Unit G16,"Forest Hills, NY 11375","67-12 Yellowstone Blvd Unit G16Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,6712,"6712 Yellowstone Blvd Apt G16, Forest Hills, NY 11375, USA",40.7284499,-73.8492399,4.505488905265046,93.80425900142647,Brooklyn,Co-op
Brokered by CENTURY 21 ROYAL,Multi-family home for sale,1499000,8,3.0,3300.0,713 E 239th St,"Bronx, NY 10466","713 E 239th StBronx, NY 10466",United States,New York,Bronx County,The Bronx,East 239th Street,"713 E 239th St, Bronx, NY 10466, USA",40.8998618,-73.852221,12.474121177932595,454.24242424242425,,Multi-family
Brokered by Piastro Realty LLC,House for sale,1295000,8,3.0,3050.0,3043 Brighton 14 St,"Brooklyn, NY 11235","3043 Brighton 14 StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Brighton 14th Street,"3043 Brighton 14th St, Brooklyn, NY 11235, USA",40.578698,-73.9551566,10.548003547021027,424.59016393442624,,House
Brokered by COMPASS,Co-op for sale,7500000,3,2.3738608579684373,6000.0,515 Broadway Apt 2B,"Manhattan, NY 10012","515 Broadway Apt 2BManhattan, NY 10012",New York,New York County,New York,Manhattan,515,"515 Broadway #2b, New York, NY 10012, USA",40.7227148,-73.9993678,3.4017560157422078,1250.0,,Co-op
"Brokered by EXP REALTY, LLC",Condo for sale,395000,1,1.0,519.0,70-13 Park Dr Unit A,"Queens, NY 11367","70-13 Park Dr Unit AQueens, NY 11367",United States,New York,Queens County,Queens,Park Drive East,"7013A Park Dr E, Flushing, NY 11367, USA",40.7267616,-73.8294609,5.545081414794139,761.0789980732177,,Condo
Brokered by RITZ REALTY NY CORP.,Multi-family home for sale,760000,4,2.0,1490.0,446 Clifton Ave,"Staten Island, NY 10305","446 Clifton AveStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Clifton Avenue,"446 Clifton Ave, Staten Island, NY 10305, USA",40.6100159,-74.0754726,11.110103348780305,510.06711409395973,Staten Island,Multi-family
Brokered by Jamie & Connie Real Estate Grp,House for sale,988000,4,3.0,1552.0,158-34 75th Ave,"Flushing, NY 11366","158-34 75th AveFlushing, NY 11366",United States,New York,Queens County,Queens,75th Avenue,"158-34 75th Ave, Flushing, NY 11366, USA",40.7264779,-73.8093514,6.597830559052351,636.5979381443299,,House
Brokered by B Square Realty,Condo for sale,528000,2,1.0,753.0,69-88 136th St Unit B,"Flushing, NY 11367","69-88 136th St Unit BFlushing, NY 11367",United States,New York,Queens County,Queens,136th Street,"6988 136th St, Flushing, NY 11367, USA",40.7267616,-73.8294609,5.545081414794139,701.1952191235059,,Condo
Brokered by RE MAX Edge,Multi-family home for sale,949000,5,4.0,2184.207862,587 Van Siclen Ave,"Brooklyn, NY 11207","587 Van Siclen AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Van Siclen Avenue,"587 Van Siclen Ave, Brooklyn, NY 11207, USA",40.6651608,-73.8881575,5.151060652292236,434.4824576956861,Brooklyn,Multi-family
"Brokered by NEUHAUS REALTY, INC.",Condo for sale,420000,2,1.0,840.0,1286 Rockland Ave Unit 2HH,"Staten Island, NY 10314","1286 Rockland Ave Unit 2HHStaten Island, NY 10314",New York,Richmond County,Staten Island,New Springville,1286,"1286 Rockland Ave #2h, Staten Island, NY 10314, USA",40.5945609,-74.1596635,15.057122465131426,500.0,,Condo
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,1750000,3,2.0,1494.0,203 W 81st St Apt 2A,"New York, NY 10024","203 W 81st St Apt 2ANew York, NY 10024",New York,New York County,New York,Manhattan,203,"203 W 81st St #2a, New York, NY 10024, USA",40.7847793,-73.9778528,4.35681910223801,1171.3520749665329,,Condo
Brokered by Chous Realty Group Inc,Co-op for sale,268000,1,1.0,850.0,142-20 26 Ave Unit 5G,"Flushing, NY 11354","142-20 26 Ave Unit 5GFlushing, NY 11354",New York,Queens County,Queens,Flushing,14220,"14220 26th Ave #5b, Flushing, NY 11354, USA",40.7741978,-73.8256676,6.477920930357007,315.29411764705884,,Co-op
Brokered by Real Broker NY LLC,House for sale,849000,3,2.0,2184.207862,11019 Saultell Ave,"Corona, NY 11368","11019 Saultell AveCorona, NY 11368",United States,New York,Queens County,Queens,Saultell Avenue,"110-19 Saultell Ave, Flushing, NY 11368, USA",40.7398873,-73.8506134,4.476847873009177,388.69926931890143,,House
Brokered by Mega Homes Realty Inc,Multi-family home for sale,1095000,3,2.0,2184.207862,31-36 48th St,"Astoria, NY 11103","31-36 48th StAstoria, NY 11103",United States,New York,Queens County,Queens,48th Street,"31-36 48th St, Long Island City, NY 11103, USA",40.757489,-73.9116062,2.2315900003263587,501.3259127257916,,Multi-family
Brokered by Corcoran West Side,Condo for sale,4295000,3,2.0,2615.0,426 W 58th St Ph 3,"New York, NY 10019","426 W 58th St Ph 3New York, NY 10019",New York,New York County,New York,Manhattan,426,"426 W 58th St PH 3, New York, NY 10019, USA",40.7688045,-73.9862514,3.754111253863113,1642.4474187380497,,Condo
Brokered by Premier South Shore Realty LLC,Multi-family home for sale,720000,3,2.0,2184.207862,126-15 103rd Ave,"Richmond Hill, NY 11418","126-15 103rd AveRichmond Hill, NY 11418",United States,New York,Queens County,Queens,103rd Avenue,"126-15 103rd Ave, South Richmond Hill, NY 11419, USA",40.6899814,-73.8185297,6.72651803786195,329.6389563128493,,Multi-family
Brokered by Rubirosa International Realty,Multi-family home for sale,1900000,3,2.3738608579684373,3500.0,1838 Victor St,"Bronx, NY 10462","1838 Victor StBronx, NY 10462",United States,New York,Bronx County,The Bronx,Victor Street,"1838 Victor St, Bronx, NY 10462, USA",40.8462523,-73.8671523,8.74819748019181,542.8571428571429,,Multi-family
Brokered by Fave Realty Inc,House for sale,729999,3,2.0,1056.0,120-15 145th St,"Jamaica, NY 11436","120-15 145th StJamaica, NY 11436",United States,New York,Queens County,Queens,145th Street,"120-15 145th St, Jamaica, NY 11436, USA",40.6762428,-73.7945184,8.273081200137959,691.2869318181819,,House
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,425000,3,1.0,2184.207862,207 W 98th St Apt 1AA,"New York, NY 10025","207 W 98th St Apt 1AANew York, NY 10025",New York,New York County,New York,Manhattan,207,"207 W 98th St #1a, New York, NY 10025, USA",40.7957436,-73.9699861,4.853780963007059,194.57855060133465,,Co-op
Brokered by Century 21 Realty First,House for sale,848000,3,3.0,1080.0,1645 71st St,"Brooklyn, NY 11204","1645 71st StBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,71st Street,"1645 71st St, Brooklyn, NY 11204, USA",40.6180243,-73.9971092,8.427549768246678,785.1851851851852,,House
Brokered by Douglas Elliman - 325 Court,Co-op for sale,213000,3,1.0,430.0,345 Webster Ave Apt 3M,"Brooklyn, NY 11230","345 Webster Ave Apt 3MBrooklyn, NY 11230",New York,Kings County,Brooklyn,Kensington,345,"345 Webster Ave #3m, Brooklyn, NY 11230, USA",40.6339914,-73.9689071,6.904884406510575,495.3488372093023,Brooklyn,Co-op
Brokered by Bellmarc,Multi-family home for sale,795000,3,2.0,1725.0,1051 Herkimer St,"Brooklyn, NY 11233","1051 Herkimer StBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,Herkimer Street,"1051 Herkimer St, Brooklyn, NY 11233, USA",40.6781645,-73.9185084,3.7281702484218675,460.8695652173913,Brooklyn,Multi-family
